Account Owner,Territory Name,Fit Score,Priority,Account ID,Account Name,Website,Annual Revenue,Current E-Commerce Platform,Industry,Sales Notes,Engagment Approach,Owner/ Driver,"Featured Campaigns, Events & Webinars",Revenue Plays,Comments
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002d0IjzQAE,Wildfire Sports & Trek,wildfiresports.com.au,"USD 20,000,000",Other,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,0018V00002cz3OlQAI,Garden Life Pty Ltd,gardenlife.com.au,"USD 20,000,000",WooCommerce,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,Low,001OG00000y8xTaYAI,Quattro's Bakehouse & Fine Foods,http://quattros.com.au,"USD 20,000,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002czA8VQAU,Swan Street Sales,swanstreet.com.au,"USD 20,000,000",Other,Construction & Industrial,#ANZtop150,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000xrnRfYAI,Jacqui M Design - Wedding and Event Floral Stylist Brisbane and Surrounding,jacquim.com.au,"USD 20,000,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,001OG00000xs2WAYAY,HaggleCo,haggleco.com.au,"USD 20,000,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kHXVcYAO,Atomic Group (Australia) Pty Ltd,atomicgroup.com.au,"USD 20,000,000",Adobe Commerce (Magento),Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,001OG00000y98rBYAQ,Down To Earth Natural Health Gisborne,downtoearth.co.nz,"USD 20,000,000",,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00000kHR0qYAG,Sheriton Shoes,http://sheritonshoes.com.au,"USD 20,000,000",Adobe Commerce (Magento),Apparel & Accessories,,Outbound Motions,Shina,Select,Select,"Redirects to dev Shopify store, not live. No current contacts enriched."
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002kYGzVQAW,SHAWL Group,shawlgroup.com,"USD 20,000,000",,Apparel & Accessories,Uniform management software,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002d0GDqQAM,Archant,archant.co.nz,"USD 20,000,000",Adobe Commerce (Magento),Construction & Industrial,,Furniture Pilot,Chachi,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002d0IfPQAU,MUD AUSTRALIA PTY LTD,mudaustralia.com,"USD 20,000,000",BigCommerce,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,001OG00000kHg1qYAC,Slumberzone Beds and Mattresses,http://slumberzone.co.nz,"USD 20,000,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002d0IewQAE,Vintage Watch Co,vintagewatchco.com.au,"USD 20,000,000",Adobe Commerce (Magento),Apparel & Accessories,,"Marketing Campaigns, Outbound Motions",Shina,Connect MEL,Select,"Based in SYD, sent invite to Connect MEL (too close to SYD dates)"
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002d0IgHQAU,Think Water,thinkwater.com.au,"USD 20,000,000",Custom Build,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002lHZi6QAG,Cumulus Vineyards,cumuluswines.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002cyzc0QAA,Winestar PTY LTD,winestar.com.au,"USD 20,000,000",Other,Alcohol,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kHPA8YAO,Brisbane Tigers,thetigers.com.au,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002d0IftQAE,Aussie Fitness Equipment,aussiefitness.com.au,"USD 20,000,000",Other,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000kHeiDYAS,Mandalay Flowers,http://mandalayflowers.com.au,"USD 20,000,000",WooCommerce,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000kHVWjYAO,The Polygon Group Pty Ltd,polygongroup.com.au,"USD 20,000,000",Adobe Commerce (Magento),Sports & Recreation (excl. Firearms),,Outbound Motions,Shina,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kHflsYAC,No Grainer,nograiner.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000y98phYAA,Cerebos Gregg's Ltd,http://cerebos.co.nz,"USD 20,000,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG000015zWCFYA2,KTC Corporation,http://ktcgroupltd.com,"USD 20,000,000",,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG000015zShtYAE,Digital Central Australia,http://digitalcentral.com.au,"USD 20,000,000",Other,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,0018V00002lHZeOQAW,AIF Network,fitnessnetwork.com.au,"USD 20,000,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,High,001OG00000kHV0lYAG,Hansen Products (NZ) Ltd,hansenproducts.com,"USD 20,000,000",Custom Build,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG0000197JpFYAU,Southern Discoveries,http://southerndiscoveries.co.nz,"USD 20,000,000",,Travel & Tourism,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHY0DQAW,Amorini Australia,amorini.com.au,"USD 20,000,000",Other,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,Low,001OG00000kHT6IYAW,FlameStop,flamestop.com.au,"USD 20,000,000",Prestashop,Construction & Industrial,Prestashop,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000y92FCYAY,Kaczanowski & Co.,http://kaczanowski.com.au,"USD 20,000,000",Custom Build,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG000015zSZgYAM,Fitstop,http://fitstop.com,"USD 20,000,000",,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002d0IkeQAE,CRH Australia,crh.com.au,"USD 20,000,000",Adobe Commerce (Magento),Other,13.06.25 - Primarily B2B | SA,Outbound Motions,Shina,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002lHRosQAG,Marlborough Wine Ltd,toitoiwines.co.nz,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kHi5RYAS,The Bee Firm,thebeefirm.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00000kHHUzYAO,One Pure HK,http://onepure.co.nz,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000xrnRmYAI,Skin Nutrient™,skinnutrient.com.au,"USD 20,000,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002lHZHOQA4,Grinders Coffee,grinderscoffee.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHJPKQA4,Bathroom Direct,bathroomdirect.co.nz,"USD 20,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG000015zSf6YAE,OnePointHealth,http://onepointhealth.com.au,"USD 20,000,000",,Regulated Industry - Pharma,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000xs2WXYAY,Quality Produce International,http://qpi.net.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002czWo8QAE,Baby Factory,babyfactory.co.nz,"USD 20,000,000",Custom Build,Baby & Toddler,#ANZtop150,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002d0FfcQAE,Whitcoulls,whitcoulls.co.nz,"USD 20,000,000",Custom Build,Toys & Games,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kHNssYAG,pasteles bakehouse,pastelesbakehouse.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000xs2RPYAY,Sydney Seafood School,http://sydneyfishmarket.com.au,"USD 20,000,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,001OG00000kHPHmYAO,ReadHowYouWant,readhowyouwant.com,"USD 20,000,000",WooCommerce,Media & Communication,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,0018V00002lHa7vQAC,The Australian Yarn Company,http://ausyarnco.com.au,"USD 20,000,000",Adobe Commerce (Magento),Apparel & Accessories,,Outbound Motions,Shina,Select,Select,B2B wholesale operations
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Medium,001OG00000y95z6YAA,Limestone Coast Wines,http://lcw.net.au,"USD 20,000,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002czVSWQA2,Li'l Treasures,liltreasures.com.au,"USD 20,000,000",Other,Gifts & Collectibles,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00000y95c8YAA,Gaganis Bros,http://gaganisbros.com.au,"USD 20,000,000",Other,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00000y98rMYAQ,Wellington Florist - Ammi Floral Design,ammi.co.nz,"USD 20,000,000",Other,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00000kHifrYAC,Trifon Estate Wines,trifonestatewines.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000kHLxuYAG,Women Who Golf,womenwhogolf.net,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002czNk9QAE,OZ Grooming World,ozgroomingworld.com.au,"USD 20,000,000",Other,Animals & Pet Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,Low,001OG00000kHLxHYAW,Imagine Floors by Airstep,imaginefloors.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002czmHgQAI,Knife Shop Australia,knifeshopaustralia.com.au,"USD 20,000,000",Other,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002czCWSQA2,Germani Jewellery,germani.com.au,"USD 20,000,000",WooCommerce,Jewelry,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG000015zSSwYAM,Wyndham Basketball,http://wyndhambasketball.com,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00000kHlBfYAK,Art Mania Studio,artmaniastudio.com.au,"USD 20,000,000",WooCommerce,Education,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,Low,0018V00002lHZxPQAW,Maytronics Australia,mydolphin.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG000015zScwYAE,Lomar,http://lomarthobe.com,"USD 20,000,000",Adobe Commerce (Magento),Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHZi1QAG,Napoli Food & Wines,napolifoodandwines.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,001OG00000kHLnKYAW,RC Hobbies,rchobbies.com.au,"USD 20,000,000",Other,Toys & Games,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,001OG00000kHHSgYAO,Canterbury-Bankstown Bulldogs,bulldogs.com.au,"USD 20,000,000",Shopify Plan Advanced/Basic,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000kHGJZYA4,Premix King (Echuca) No1 Pty,http://premixking.com.au,"USD 20,000,000",WooCommerce,Alcohol,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000kHJBiYAO,VILLAGE PHARMACY BURNSIDE PTY,http://thevillagepharmacy.com.au,"USD 20,000,000",WooCommerce,Regulated Industry - Pharma,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000xrnRBYAY,Ama Sports,amasportslk.com,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHSxdQAG,BudProductions,budproductions.com,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHZi3QAG,Lark Hill Winery,larkhillwine.com.au,"USD 20,000,000",Squarespace,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000y95zeYAA,Perth Basketball Association - The Perth Redbacks,http://perthredbacks.asn.au,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000xs2SQYAY,Wyong leagues group,http://wyongleagues.com.au,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kHTHJYA4,New Zealand Olympic Committee,olympic.org.nz,"USD 20,000,000",Adobe Commerce (Magento),Sports & Recreation (excl. Firearms),,Outbound Motions,Shina,Select,Select,"No ecommerce presence, informative landing page"
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG000015zWBwYAM,BJ Ball Group,http://bjball.co.nz,"USD 20,000,000",,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG000015zSeFYAU,Sports In Focus,http://sportsinfocus.com.au,"USD 20,000,000",,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000kHCXdYAO,ACD Trade,acdtrade.com.au,"USD 20,000,000",Custom Build,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kHk1aYAC,Optipharm,optipharm.com,"USD 20,000,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002kY0hvQAC,Business Interiors (Australia),businessinteriors.com.au,"USD 20,000,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002cyxniQAA,Bendigo Woollen Mills,bendigowoollenmills.com.au,"USD 20,000,000",Shopify Plan Advanced/Basic,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002cz4zVQAQ,smithscity.co.nz,smithscity.co.nz,"USD 20,000,000",Custom Build,Furniture,#ANZtop150,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00000kHXe7YAG,Stress Free Marine Pty,stressfreemarine.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000xs2SBYAY,Leaf Café & Co,http://leafcafe.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,0018V00002dHE5qQAG,Rubber Monkey,rubbermonkey.co.nz,"USD 20,000,000",Custom Build,Electronics & Gadgets,#ANZtop150,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002kYH02QAG,Sofa Studio,sofastudio.com.au,"USD 20,000,000",,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,0018V00002czigbQAA,Forcast,forcast.com.au,"USD 20,000,000",Adobe Commerce (Magento),Apparel & Accessories,,Open Opp,Chachi,Select,Select,"Open opportunity with Chachi, Shina qualified from PQL.
- Shina, 2 Mar 2026"
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002lHa3lQAC,Macadamias Australia,macadamiasaustralia.net,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002kY0iTQAS,Fresh St Market IGA,freshstmarketiga.com.au,"USD 20,000,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHZ1fQAG,Evergreen Synthetic Grass,evergreensyntheticgrass.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00000kHGASYA4,OnKeto,onketo.com.au,"USD 20,000,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002czARJQA2,Pharma Botanica,http://pharmabotanica.com.au,"USD 20,000,000",Other,Regulated Industry - Pharma,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00000xs2RWYAY,Plus Fitness,plus.fitness,"USD 20,000,000",,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002qyt4ZQAQ,Bebrite Cleaning Services Australia,bebrite.com,"USD 20,000,000",Other,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG000015zW9MYAU,Ebbett,http://ebbett.co.nz,"USD 20,000,000",Other,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG00001DSh52YAD,Bickford's Group of Companies,http://bickfordsgroup.com,"USD 20,000,000",Shopify Plan Advanced/Basic,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG0000197ZQ0YAM,Chiefs Rugby Club,http://chiefs.co.nz,"USD 20,000,000",,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002d0IpdQAE,Foodworks,foodworks.com.au,"USD 20,000,000",Custom Build,Food & Beverage (excl. Alcohol),#NRF2022,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000kHMW0YAO,Parts Alliance,partsalliance.com,"USD 20,000,000",Prestashop,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002cz42XQAQ,Doorstep Organics,doorsteporganics.com.au,"USD 20,000,000",Custom Build,Food & Beverage (excl. Alcohol),#ANZtop150,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG0000197ZMFYA2,Totally Tourism Limited,http://totallytourism.co.nz,"USD 20,000,000",Other,Travel & Tourism,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG00000kHeAOYA0,Parrys Carpets,http://parryscarpets.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000kHa3AYAS,Stephanie Alexander Kitchen Garden Foundation,kitchengardenfoundation.org.au,"USD 20,000,000",Drupal,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG000015zSf5YAE,Panthers Group,http://panthers.com.au,"USD 20,000,000",WooCommerce,Entertainment,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,001OG00000y95r8YAA,Australian National Maritime Museum,http://sea.museum,"USD 20,000,000",Custom Build,"Charity, Non-Profit & Organizations",,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000xs2WdYAI,Trilogy Nutrition,trilogynutrition.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00000kHYRWYA4,Victorian Club Ltd,victorianclub.com.au,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,0018V00002lHY4YQAW,Kingston Estate Wines,kingstonestatewines.com,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
