Account Owner,Territory Name,Fit Score,Priority,Account ID,Account Name,Website,Annual Revenue,Current E-Commerce Platform,Industry,Sales Notes,Engagment Approach,Owner/ Driver,"Featured Campaigns, Events & Webinars",Revenue Plays,Comments
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00001DSUmXYAX,Bryant Tractors,http://bryanttractors.co.nz,"USD 5,141,000",WooCommerce,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002lHZo1QAG,Uniform Solutions,uniformsolutionsmackay.com.au,"USD 5,139,000",WooCommerce,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHZgvQAG,Wholesome Child Holdings Pty Ltd,wholesomechild.com.au,"USD 5,139,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00001DSMDiYAP,Epicure Trading,http://epicuretrading.co.nz,"USD 5,133,000",,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,001OG00001DSycmYAD,Peros,http://peros.com.au,"USD 5,130,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002lHaHuQAK,Melbournians Furniture,melbourniansfurniture.com.au,"USD 5,129,000",OpenCart,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00001DSeTJYA1,Airbow Systems,airbowsystems.com,"USD 5,125,000",,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002lHa8UQAS,Raffaele Ciuca Bridal,raffaeleciuca.com.au,"USD 5,120,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00001DT4yVYAT,Timaru Honda,http://timaruhonda.co.nz,"USD 5,120,000",,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002qyt7RQAQ,thebakerywitch.com,thebakerywitch.com,"USD 5,120,000",Other,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHZx7QAG,Leading Edge Electronics,leadingedgeelectronics.com.au,"USD 5,117,000",,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00001DSZHaYAP,Goodbye Sandfly,http://goodbyesandfly.co.nz,"USD 5,116,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHaBMQA0,Phillro Industries,phillro.com.au,"USD 5,111,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHNuxQAG,New Zealand Gold Merchants,gogold.co.nz,"USD 5,108,000",WooCommerce,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,001OG00001DSn8qYAD,Experience Group Travel,experiencegroup.co.nz,"USD 5,107,000",,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHa32QAC,Function Well Australia,http://functionwell.com.au,"USD 5,103,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002dx7hFQAQ,Swane's,swanes.com,"USD 5,102,000",Adobe Commerce (Magento),Travel & Tourism,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002qyrr6QAA,Cramer & Neill Refrigeration,c-n.com.au,"USD 5,100,000",Other,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,0018V00002eeMQ4QAM,Outdoor Elegance,outdoor-elegance-prod.myshopify.com,"USD 5,100,000",Adobe Commerce (Magento),Furniture,,Furniture Pilot,Lane,Select,Select,Leaving for Lane Pedersen to reach out as part of sub 10M furniture accounts
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHa6oQAC,Hall's O'Reilly's Firearms Online,hallsfirearms.com.au,"USD 5,097,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,Medium,0018V00002lHZbQQAW,Enviro Building Services,enviroservices.com.au,"USD 5,096,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002qyt6pQAA,Pacific Hoists Pty Ltd,pacifichoists.com.au,"USD 5,095,000",,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002fLirwQAC,Fox Creek Wines,foxcreekwines.com,"USD 5,095,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00001DT6d6YAD,Waggs Hyundai,http://waggs.co.nz,"USD 5,093,000",,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002qytSHQAY,Ride The Tide,ridethetide.com.au,"USD 5,089,000",BigCommerce,Home Decor,,Outbound Motions,Shina,Select,Select,"No contacts found
- Shina, 13 Feb 2026"
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00001DSfGQYA1,Apex Medical,apexmedical.co.nz,"USD 5,089,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002epfctQAA,Carbatec,carbatec.co.nz,"USD 5,088,000",Custom Build,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00001DSzBGYA1,Power Farming Manawatu,http://powerfarmingmanawatu.co.nz,"USD 5,085,000",,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002dGXxPQAW,Australian Plants Online,australianplantsonline.com.au,"USD 5,083,000",Adobe Commerce (Magento),Home Decor,,Outbound Motions,Shina,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00001DSdyNYAT,A1 Wheelchair Services,http://a1wheelchairs.co.nz,"USD 5,077,000",Squarespace,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00001DSsDcYAL,Kakama Kayaks,kakama-kayaks.business.site,"USD 5,074,000",,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002lnpg9QAA,The Seed Collection,theseedcollection.com.au,"USD 5,074,000",Other,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,High,0018V00002lHZl6QAG,Caffe Cherry Beans,cherrybeans.com.au,"USD 5,072,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002qythkQAA,Tasweld,tasweld.com.au,"USD 5,069,000",Custom Build,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002lHZXZQA4,The Work Warehouse,workwarehouse.com.au,"USD 5,062,000",Custom Build,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002lHaPdQAK,Switches Plus Components,switchesplus.com.au,"USD 5,060,000",Custom Build,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00001DSscXYAT,Kitset Assembly Services,http://kitsetassemblyservices.co.nz,"USD 5,059,000",,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002qytQEQAY,Avan RV - Pakenham,http://avanrv.com.au,"USD 5,057,000",,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002qytHmQAI,Nick Theodossi Prestige Cars,nicktheodossi.com.au,"USD 5,057,000",WooCommerce,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHaPoQAK,Technetics Data Recovery,techneticsdata.com.au,"USD 5,049,000",WooCommerce,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHa8iQAC,Melbourne Mint,melbournemint.com.au,"USD 5,045,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002lHY0jQAG,Badger Australia,badgeraustralia.com.au,"USD 5,038,000",WooCommerce,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,Low,001OG00001DT2nCYAT,South Seas Distributors( NZ,southseasdistributors.com,"USD 5,037,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002gFJKTQA4,Proquip,proquipnz.co.nz,"USD 5,033,000",WooCommerce,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,001OG00001DT7haYAD,Wylies Pharmacy,wyliespharmacy.co.nz,"USD 5,023,000",,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002gFJKIQA4,Instant Toilets & Showers,instanttoilets.com.au,"USD 5,020,000",WooCommerce,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHYswQAG,Soltex,soltex.com.au,"USD 5,015,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00001DSpLUYA1,Great Barrier Island,greatbarrierisland.co.nz,"USD 5,014,000",,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000kHcnsYAC,Eremea,eremea.com.au,"USD 5,004,545",WooCommerce,Regulated Industry - Pharma,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002yCWdKQAW,Profast,profast.com.au,"USD 5,001,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002lHaLCQA0,Koorie Heritage Trust,koorieheritagetrust.com,"USD 5,000,000",WooCommerce,Art & Photography,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHJQfQAO,Bourneville Furniture Co,bourneville.co.nz,"USD 5,000,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002lHZQJQA4,Corrimal Lounges,corrimallounges.com.au,"USD 5,000,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002czgNwQAI,Senso,senso.com.au,"USD 5,000,000",WooCommerce,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHZlcQAG,Beechworth Honey,beechworthhoney.com.au,"USD 5,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000kHftzYAC,Beautiful Bizarre Magazine,beautifulbizarre.net,"USD 5,000,000",WooCommerce,Media & Communication,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000kHQynYAG,Breakers Country Club,http://breakerscc.com,"USD 5,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002czimjQAA,microminimus.com,microminimus.com,"USD 5,000,000",WooCommerce,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHYrjQAG,Abernethy Owens Optometrists,http://abernethyowens.com.au,"USD 5,000,000",Other,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00000y95vjYAA,Laceys.tv,http://laceys.tv,"USD 5,000,000",,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,0018V00002cyzyLQAQ,Sacred Source,sacredsource.com.au,"USD 5,000,000",Adobe Commerce (Magento),Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002lHYrhQAG,J & K Hopkins,http://jkhopkins.com.au,"USD 5,000,000",WooCommerce,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG00000kHBk4YAG,Darcy & Duke,darcyandduke.com.au,"USD 5,000,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00000kHA4tYAG,BalaBala Laser Clinic,balabalalaserclinic.com,"USD 5,000,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG00000kHM0yYAG,Nice Pak,http://nicepak.com.au,"USD 5,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHZZdQAO,Binnorie Dairy,binnorie.com.au,"USD 5,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002lHaQxQAK,McCanns Plumbing,http://mccannsplumbing.com.au,"USD 5,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHa2FQAS,Si-Kung Brennan Koryzma Martial Arts Instructor,aimartialarts.com.au,"USD 5,000,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHabwQAC,Leadoux Turkeys,leadouxturkeys.com.au,"USD 5,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000kHkE6YAK,Colemans Printing,colemanprint.com.au,"USD 5,000,000",WooCommerce,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHRF9QAO,Amalia Day Spa,amaliadayspa.com,"USD 5,000,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHaOwQAK,Sapphire Studios Design,sapphirestudiosdesign.com,"USD 5,000,000",WooCommerce,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002lHZqOQAW,Chairco,chairco.com.au,"USD 5,000,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00000kHlSSYA0,Cafe 21,cafe21.com.au,"USD 5,000,000",Other,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,001OG00000y95lMYAQ,Absolute Outdoors,http://absoluteoutdoors.com.au,"USD 5,000,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002lHY2oQAG,LED Eco Lighting,ledecolighting.com.au,"USD 5,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002czj3tQAA,Blossom Costumes,blossomcostumes.com.au,"USD 5,000,000",Adobe Commerce (Magento),Apparel & Accessories,,Outbound Motions,Shina,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,0018V00002d0IpnQAE,Leon Cycle,leoncycle.com.au,"USD 5,000,000",Other,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000kHWmyYAG,Eastern Gymnastics Academy,easterngymnasticsacademy.com.au,"USD 5,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002kYJCFQA4,Surrounding Australia,surrounding.com.au,"USD 5,000,000",BigCommerce,Furniture,,Outbound Motions,Shina,Select,Select,"Reviewed for bigCommerce OB cadence - no contacts enriched via CoPilot or Gumloop Contact Enrichment workflow.
- Shina, 16 Feb 2026"
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002d0IkSQAU,Stan Cash,stancash.com.au,"USD 5,000,000",Adobe Commerce (Magento),Electronics & Gadgets,,Outbound Motions,Shina,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00000y98pZYAQ,Hobbiton™ Movie Set,http://hobbitontours.com,"USD 5,000,000",,Travel & Tourism,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHZliQAG,THE GOOD FOOD COMPANY PTY.,yael.com.au,"USD 5,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,001OG00000kHIycYAG,Christies Jewellery (2006),christies.co.nz,"USD 5,000,000",OpenCart,Jewelry,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002czFoJQAU,My Foodie Box Pty Ltd,myfoodiebox.com.au,"USD 5,000,000",Custom Build,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002czh4mQAA,WT Hardware,wthardware.com.au,"USD 5,000,000",,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002kYJEQQA4,Kasmo Design,kasmodesign.com.au,"USD 5,000,000",WooCommerce,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002czYP6QAM,Nutradry,nutradry.com.au,"USD 5,000,000",BigCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002kYGHQQA4,Synergy Hair,http://synergyhair.co.nz,"USD 5,000,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002lHaHXQA0,Fresco Frames Australia,frescoframes.com.au,"USD 5,000,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHaLGQA0,Red Gallery,redgallery.com.au,"USD 5,000,000",WooCommerce,Art & Photography,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00000kHXiFYAW,Parker's Organic Juices,parkersorganic.com.au,"USD 5,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00000kHX3hYAG,L.G. Business Systems PTY LTD,lgbusinesssystems.com.au,"USD 5,000,000",OpenCart,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002czBrcQAE,Motackle,motackle.com.au,"USD 5,000,000",Adobe Commerce (Magento),Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHaAyQAK,Sabco,sabco.com.au,"USD 5,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000kHf7RYAS,UQFC,uqfc.com.au,"USD 5,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002czP48QAE,Hemera Estate,hemeraestate.com.au,"USD 5,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002kYGL0QAO,West End Table Craft,westendtablecraft.com.au,"USD 5,000,000",,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG00000kHOUMYA4,AMS Surfaces & Adelaide Marble,shop.amssurfaces.com.au,"USD 5,000,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00000kHGpFYAW,Manly Rugby Football Club,http://manlyrugby.com.au,"USD 5,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000kHh2NYAS,Broadmeadows Basketball,http://broncosbasketball.com.au,"USD 5,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002lHSKmQAO,Green Pasture,greenpasture.co.nz,"USD 5,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
